Unnamed: 0,Diagnosis_cell_type_unified,PLATFORM_RNA,RNASEQ_SOURCE,TUMOR_NORMAL,SAMPLE_NAME,COHORT_LABEL,RNA_BATCH,Diagnosis_cell_type,Platform_general,Diagnosis_cell_type_general,Major_group,Cohort_general
GSM4453560-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453560-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453561-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453561-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453562-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453562-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453563-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453563-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453564-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453564-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453565-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453565-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453566-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453566-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453567-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453567-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453568-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453568-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453569-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453569-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453570-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453570-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453571-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453571-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453572-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453572-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453573-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453573-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453574-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453574-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
GSM4453575-PUB_FL_GSE148070,Follicular_Lymphoma,GPL17586,FF,Tumor,GSM4453575-PUB_FL_GSE148070,PUB_FL_GSE148070,GPL17586_FF_Unknown,Follicular_Lymphoma,GPL17586,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE148070
SRX4624389,GC,RNASeq,FF,Normal,SRX4624389,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,GC,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624390,Memory,RNASeq,FF,Normal,SRX4624390,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624391,Naive,RNASeq,FF,Normal,SRX4624391,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Naive,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624392,Memory,RNASeq,FF,Normal,SRX4624392,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624393,GC,RNASeq,FF,Normal,SRX4624393,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,GC,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624394,Memory,RNASeq,FF,Normal,SRX4624394,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624395,Naive,RNASeq,FF,Normal,SRX4624395,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Naive,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624396,Memory,RNASeq,FF,Normal,SRX4624396,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624397,GC,RNASeq,FF,Normal,SRX4624397,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,GC,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624398,Memory,RNASeq,FF,Normal,SRX4624398,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624399,Naive,RNASeq,FF,Normal,SRX4624399,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Naive,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624400,Memory,RNASeq,FF,Normal,SRX4624400,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624401,GC,RNASeq,FF,Normal,SRX4624401,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,GC,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624402,Memory,RNASeq,FF,Normal,SRX4624402,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624403,Naive,RNASeq,FF,Normal,SRX4624403,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Naive,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624404,Memory,RNASeq,FF,Normal,SRX4624404,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624405,GC,RNASeq,FF,Normal,SRX4624405,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,GC,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624406,Memory,RNASeq,FF,Normal,SRX4624406,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624407,Naive,RNASeq,FF,Normal,SRX4624407,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Naive,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX4624408,Memory,RNASeq,FF,Normal,SRX4624408,PUB_Health_B_cells_GSE119234,RNASeq_FF_rRNADepletion,Memory,RNAseq,BG_BAGS,BG_BAGS,PUB_Health_B_cells_GSE119234
SRX730599-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730599-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730600-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730600-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730601-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730601-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730602-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730602-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730603-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730603-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730604-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730604-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730605-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730605-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730606-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730606-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730607-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730607-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730608-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Tumor,SRX730608-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730609-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Normal,SRX730609-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730610-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Normal,SRX730610-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730611-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Normal,SRX730611-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
SRX730612-PUB_FL_GSE62241,Follicular_Lymphoma,RNASeq,FF,Normal,SRX730612-PUB_FL_GSE62241,PUB_FL_GSE62241,RNASeq_FF_rRNADepletion,Follicular_Lymphoma,RNASeq,Follicular_Lymphoma,Follicular_Lymphoma,PUB_FL_GSE62241
